Destination_Port,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Flow_Bytes_per_s,Flow_Packets_per_s,FIN_Flag_Count,SYN_Flag_Count,ACK_Flag_Count,Label
80,1562697,3,4,26,11607,7444.181438,4.479435233,0,0,0,DDoS
80,714924,3,5,26,11607,16271.65964,11.19000062,0,0,0,DDoS
80,712048,3,4,26,11607,16337.38175,9.830797924,0,0,0,DDoS
80,659661,3,6,26,11607,17634.81546,13.64337137,0,0,0,DDoS
80,1266180,4,0,24,0,18.954651,3.1591085,0,0,1,DDoS
80,658006,3,6,26,11607,17679.1701,13.67768683,0,0,0,DDoS
80,1275957,4,0,24,0,18.80941129,3.134901881,0,0,1,DDoS
80,657028,3,5,26,11607,17705.48592,12.1760412,0,0,0,DDoS
80,1272994,4,0,24,0,18.85319177,3.142198628,0,0,1,DDoS
80,45062,3,5,26,11601,258022.2804,177.5331765,0,0,0,DDoS
80,1258038,5,0,30,0,23.84665646,3.974442743,0,0,1,DDoS
80,44258,3,5,26,11601,262709.5666,180.758281,0,0,0,DDoS
80,1254969,4,0,24,0,19.12397836,3.187329727,0,0,1,DDoS
80,38045,3,4,26,11601,305611.7755,183.9926403,0,0,0,DDoS
80,1254989,4,0,24,0,19.12367359,3.187278932,0,0,1,DDoS
80,37424,3,6,26,11601,310682.9842,240.4873878,0,0,0,DDoS
80,1262990,4,0,24,0,19.00252575,3.167087625,0,0,1,DDoS
80,37554,3,5,26,11601,309607.4985,213.0265751,0,0,0,DDoS
80,1249991,4,0,24,0,19.20013824,3.20002304,0,0,1,DDoS
80,37924,3,5,26,11601,306586.8579,210.9482122,0,0,0,DDoS
80,1245996,5,0,30,0,24.07712384,4.012853974,0,0,1,DDoS
80,35473,3,5,26,11601,327770.4169,225.5236377,0,0,0,DDoS
80,1245999,5,0,30,0,24.07706587,4.012844312,0,0,1,DDoS
80,35854,3,4,26,11601,324287.3877,195.2362358,0,0,0,DDoS
80,1241013,5,0,30,0,24.17379995,4.028966659,0,0,1,DDoS
80,39939,3,4,26,11601,291118.9564,175.2672826,0,0,0,DDoS
80,1233955,4,0,24,0,19.44965578,3.241609297,0,0,1,DDoS
80,39886,3,6,26,11601,291505.7915,225.6430828,0,0,0,DDoS
80,1242941,4,0,24,0,19.30904202,3.21817367,0,0,1,DDoS
80,34891,3,4,26,11601,333237.7977,200.624803,0,0,0,DDoS
80,1244956,4,0,24,0,19.27778974,3.212964956,0,0,1,DDoS
80,54091,3,7,26,11601,214952.5799,184.8736389,0,0,0,DDoS
80,1238937,5,0,30,0,24.2143063,4.035717716,0,0,1,DDoS
80,53259,3,4,26,11601,218310.5203,131.433185,0,0,0,DDoS
80,1236188,5,0,30,0,24.26815339,4.044692231,0,0,1,DDoS
80,52482,3,4,26,11601,221542.6241,133.3790633,0,0,0,DDoS
80,1233016,5,0,30,0,24.33058452,4.05509742,0,0,1,DDoS
80,51297,3,5,26,11601,226660.4285,155.9545393,0,0,0,DDoS
80,1232955,4,0,24,0,19.46543061,3.244238435,0,0,1,DDoS
80,40318,3,5,26,11607,288531.1771,198.4225408,0,0,0,DDoS
80,43515,3,6,26,11607,267333.1035,206.8252327,0,0,0,DDoS
80,1233976,4,0,24,0,19.44932478,3.241554131,0,0,1,DDoS
80,353828,3,4,26,11601,32860.59894,19.78362368,0,0,0,DDoS
80,901020,4,0,24,0,26.63647866,4.43941311,0,0,1,DDoS
80,350503,3,4,26,11601,33172.32663,19.97129839,0,0,0,DDoS
80,900985,4,0,24,0,26.63751339,4.439585565,0,0,1,DDoS
80,350033,3,4,26,11601,33216.86812,19.99811446,0,0,0,DDoS
80,902017,4,0,24,0,26.60703734,4.434506223,0,0,1,DDoS
80,341644,3,4,26,11601,34032.50167,20.48916416,0,0,0,DDoS
80,896013,4,0,24,0,26.78532566,4.464220943,0,0,1,DDoS
80,340444,3,4,26,11601,34152.45973,20.56138454,0,0,0,DDoS
80,902977,4,0,24,0,26.57875007,4.429791678,0,0,1,DDoS
80,340220,3,4,26,11601,34174.94562,20.57492211,0,0,0,DDoS
80,902002,4,0,24,0,26.60747981,4.434579968,0,0,1,DDoS
80,339928,3,5,26,11601,34204.30209,23.53439552,0,0,0,DDoS
80,896695,4,0,24,0,26.76495352,4.460825587,0,0,1,DDoS
80,1184765,3,7,26,11601,9813.760535,8.440492418,0,0,0,DDoS
80,45027,4,0,24,0,533.0135252,88.83558754,0,0,1,DDoS
80,1184629,3,6,26,11601,9814.887193,7.597315278,0,0,0,DDoS
80,51131,5,0,30,0,586.7282079,97.78803466,0,0,1,DDoS
80,1185289,3,5,26,11601,9809.422006,6.749408794,0,0,0,DDoS
80,46995,5,0,30,0,638.3657836,106.3942973,0,0,1,DDoS
80,1184441,3,4,26,11601,9816.445057,5.909960901,0,0,0,DDoS
80,36329,4,0,24,0,660.6292494,110.1048749,0,0,1,DDoS
80,1181014,3,5,26,11601,9844.929865,6.773840107,0,0,0,DDoS
80,46025,4,0,24,0,521.4557306,86.90928843,0,0,1,DDoS
80,1181577,3,5,26,11607,9845.316894,6.770612495,0,0,0,DDoS
80,38762,5,0,30,0,773.9538723,128.9923121,0,0,1,DDoS
80,1222102,3,5,26,11607,9518.845399,6.546098444,0,0,0,DDoS
80,12894517,4,0,24,0,1.861256222,0.31020937,0,0,1,DDoS
80,1222483,3,6,26,11607,9515.878748,7.362065567,0,0,0,DDoS
80,12892604,4,0,24,0,1.861532395,0.310255399,0,0,1,DDoS
80,1221421,3,6,26,11607,9524.152606,7.368466729,0,0,0,DDoS
80,12891602,4,0,24,0,1.861677082,0.310279514,0,0,1,DDoS
80,1221497,3,6,26,11607,9523.560025,7.368008272,0,0,0,DDoS
80,12890643,5,0,30,0,2.327269478,0.387878246,0,0,1,DDoS
80,1220670,3,6,26,11607,9530.012206,7.373000074,0,0,0,DDoS
80,12889646,4,0,24,0,1.861959591,0.310326599,0,0,1,DDoS
80,1219647,3,4,26,11607,9538.005669,5.739365571,0,0,0,DDoS
80,12888639,5,0,30,0,2.327631335,0.387938556,0,0,1,DDoS
80,1217791,3,4,26,11607,9552.542267,5.748112771,0,0,0,DDoS
80,12896654,4,0,24,0,1.860947809,0.310157968,0,0,1,DDoS
80,891360,3,6,26,11607,13050.84365,10.09693053,0,0,0,DDoS
80,890897,3,5,26,11607,13057.62619,8.979713704,0,0,0,DDoS
80,889505,3,4,26,11607,13078.06027,7.869545421,0,0,0,DDoS
80,888730,3,4,26,11607,13089.46474,7.876407908,0,0,0,DDoS
80,887917,3,5,26,11607,13101.4498,9.009851146,0,0,0,DDoS
80,889140,3,6,26,11607,13083.42893,10.1221405,0,0,0,DDoS
80,888694,3,5,26,11607,13089.99498,9.001973683,0,0,0,DDoS
80,43812,3,5,26,11607,265520.8619,182.5983749,0,0,0,DDoS
80,43506,3,6,26,11607,267388.4062,206.8680182,0,0,0,DDoS
80,38419,3,6,26,11607,302792.8889,234.2590906,0,0,0,DDoS
80,36507,3,4,26,11607,318651.2176,191.7440491,0,0,0,DDoS
80,35076,3,6,26,11607,331651.2715,256.5856996,0,0,0,DDoS
80,34258,3,5,26,11607,339570.3193,233.522097,0,0,0,DDoS
80,662083,3,6,26,11601,17561.24232,13.59346185,0,0,0,DDoS
80,12231692,4,0,24,0,1.962116116,0.327019353,0,0,1,DDoS
80,660657,3,4,26,11601,17599.14752,10.59551325,0,0,0,DDoS
80,12229678,5,0,30,0,2.45304905,0.408841508,0,0,1,DDoS
80,656576,3,5,26,11601,17708.53641,12.18442343,0,0,0,DDoS
80,12233409,5,0,30,0,2.452300908,0.408716818,0,0,1,DDoS
80,12233147,5,0,30,0,2.45235343,0.408725572,0,0,1,DDoS
80,658848,3,4,26,11601,17647.46952,10.62460537,0,0,0,DDoS
80,12227682,4,0,24,0,1.962759581,0.327126597,0,0,1,DDoS
80,657842,3,4,26,11601,17674.45678,10.64085297,0,0,0,DDoS
80,12226664,5,0,30,0,2.453653752,0.408942292,0,0,1,DDoS
80,656624,3,5,26,11601,17707.24189,12.18353274,0,0,0,DDoS
80,12228667,5,0,30,0,2.453251855,0.408875309,0,0,1,DDoS
80,651277,3,5,26,11601,17852.61878,12.28355984,0,0,0,DDoS
80,12215686,4,0,24,0,1.964687043,0.32744784,0,0,1,DDoS
80,650262,3,5,26,11601,17880.4851,12.30273336,0,0,0,DDoS
80,12213785,5,0,30,0,2.456241042,0.409373507,0,0,1,DDoS
80,649248,3,5,26,11601,17908.41096,12.32194785,0,0,0,DDoS
80,12212770,4,0,24,0,1.965156144,0.327526024,0,0,1,DDoS
80,650315,3,5,26,11601,17879.02786,12.3017307,0,0,0,DDoS
80,12210736,4,0,24,0,1.965483489,0.327580582,0,0,1,DDoS
80,649146,3,5,26,11601,17911.2249,12.323884,0,0,0,DDoS
80,12210731,5,0,30,0,2.456855368,0.409475895,0,0,1,DDoS
80,678594,3,4,26,11601,17133.95639,10.31544635,0,0,0,DDoS
80,12179429,5,0,30,0,2.463169661,0.410528277,0,0,1,DDoS
80,682717,3,4,26,11601,17030.48262,10.25315028,0,0,0,DDoS
80,12175375,4,0,24,0,1.971191852,0.328531975,0,0,1,DDoS
80,676875,3,5,26,11607,17186.33426,11.81902124,0,0,0,DDoS
80,12167659,4,0,24,0,1.972441864,0.328740311,0,0,1,DDoS
80,677714,3,4,26,11607,17165.05783,10.32884078,0,0,0,DDoS
80,12155680,4,0,24,0,1.974385637,0.329064273,0,0,1,DDoS
80,676896,3,4,26,11607,17185.80107,10.34132274,0,0,0,DDoS
80,12153694,4,0,24,0,1.974708266,0.329118044,0,0,1,DDoS
80,676339,3,5,26,11607,17199.95446,11.82838784,0,0,0,DDoS
80,12154676,4,0,24,0,1.974548725,0.329091454,0,0,1,DDoS
80,675348,3,6,26,11607,17225.19353,13.3264628,0,0,0,DDoS
80,674567,3,4,26,11607,17245.13651,10.37702704,0,0,0,DDoS
80,12151675,4,0,24,0,1.975036363,0.329172727,0,0,1,DDoS
80,50303,3,7,26,11601,231139.2959,198.7953005,0,0,0,DDoS
80,12141677,5,0,30,0,2.470828371,0.411804728,0,0,1,DDoS
80,48743,3,4,26,11601,238536.8155,143.6103646,0,0,0,DDoS
80,48743,3,6,26,11601,238536.8155,184.6418973,0,0,0,DDoS
80,47736,3,5,26,11601,243568.795,167.5884029,0,0,0,DDoS
80,47560,3,5,26,11601,244470.143,168.2085786,0,0,0,DDoS
80,47612,3,5,26,11601,244203.1421,168.0248677,0,0,0,DDoS
80,45786,3,6,26,11601,253942.2531,196.5666361,0,0,0,DDoS
80,40313,3,6,26,11607,288566.9635,223.2530449,0,0,0,DDoS
80,40349,3,6,26,11607,288309.4996,223.0538551,0,0,0,DDoS
80,40857,3,6,26,11607,284724.7718,220.2804905,0,0,0,DDoS
80,39317,3,5,26,11607,295877.1015,203.4743241,0,0,0,DDoS
80,38667,3,4,26,11607,300850.8547,181.0329221,0,0,0,DDoS
80,33643,3,5,26,11601,345599.3817,237.7909223,0,0,0,DDoS
80,12110668,4,0,24,0,1.981723882,0.330287314,0,0,1,DDoS
80,46974,3,5,26,11601,247519.9046,170.3069783,0,0,0,DDoS
80,12106680,4,0,24,0,1.982376671,0.330396112,0,0,1,DDoS
80,38869,3,4,26,11601,299132.9852,180.0921042,0,0,0,DDoS
80,12111709,5,0,30,0,2.476941941,0.412823657,0,0,1,DDoS
80,31595,3,6,26,11601,368001.266,284.8551986,0,0,0,DDoS
80,12101686,4,0,24,0,1.983194738,0.330532456,0,0,1,DDoS
80,30746,3,6,26,11601,378163.0131,292.7210044,0,0,0,DDoS
80,12103671,4,0,24,0,1.982869495,0.330478249,0,0,1,DDoS
80,29719,3,5,26,11601,391231.1989,269.1880615,0,0,0,DDoS
80,12102700,5,0,30,0,2.478785725,0.413130954,0,0,1,DDoS
80,334454,2,6,20,11601,34746.18333,23.91958236,0,0,0,DDoS
80,11807380,5,0,30,0,2.540783815,0.423463969,0,0,1,DDoS
80,333561,3,7,26,11601,34857.19254,29.97952399,0,0,0,DDoS
80,11806060,5,0,30,0,2.541067892,0.423511315,0,0,1,DDoS
80,322443,3,4,26,11601,36059.08641,21.70926334,0,0,0,DDoS
80,11808478,4,0,24,0,2.03243805,0.338739675,0,0,1,DDoS
80,1181912,3,5,26,11601,9837.449827,6.768693439,0,0,0,DDoS
80,10941215,5,0,30,0,2.741925828,0.456987638,0,0,1,DDoS
80,1181797,3,5,26,11601,9838.407104,6.769352097,0,0,0,DDoS
80,10940868,5,0,30,0,2.742012791,0.457002132,0,0,1,DDoS
80,1224187,3,5,26,11601,9497.731964,6.534949317,0,0,0,DDoS
80,10898691,5,0,30,0,2.752624145,0.458770691,0,0,1,DDoS
80,1223292,3,7,26,11601,9504.680812,8.174663122,0,0,0,DDoS
80,10898799,5,0,30,0,2.752596869,0.458766145,0,0,1,DDoS
80,1222298,3,4,26,11601,9512.410231,5.726917658,0,0,0,DDoS
80,10896806,4,0,24,0,2.20248025,0.367080042,0,0,1,DDoS
80,1221602,3,4,26,11601,9517.829866,5.730180533,0,0,0,DDoS
80,10895786,4,0,24,0,2.202686433,0.367114406,0,0,1,DDoS
80,1223146,3,6,26,11601,9505.815332,7.358074997,0,0,0,DDoS
80,10892691,5,0,30,0,2.754140368,0.459023395,0,0,1,DDoS
80,1219790,3,4,26,11601,9531.968618,5.738692726,0,0,0,DDoS
80,10894579,4,0,24,0,2.202930467,0.367155078,0,0,1,DDoS
80,1221291,3,6,26,11601,9520.253568,7.369251063,0,0,0,DDoS
80,10888641,5,0,30,0,2.755164763,0.459194127,0,0,1,DDoS
80,1217123,3,5,26,11601,9552.855381,6.572877187,0,0,0,DDoS
80,10890613,5,0,30,0,2.754665876,0.459110979,0,0,1,DDoS
80,1216103,3,4,26,11601,9560.867788,5.756091384,0,0,0,DDoS
80,10885689,5,0,30,0,2.755911913,0.459318652,0,0,1,DDoS
80,1205448,3,5,26,11601,9645.376657,6.63653679,0,0,0,DDoS
80,10891711,5,0,30,0,2.754388176,0.459064696,0,0,1,DDoS
80,1205078,3,5,26,11601,9648.338116,6.638574433,0,0,0,DDoS
80,10889725,5,0,30,0,2.754890505,0.459148417,0,0,1,DDoS
80,1204047,3,6,26,11601,9656.599784,7.474791266,0,0,0,DDoS
80,10890710,5,0,30,0,2.754641341,0.45910689,0,0,1,DDoS
80,1200591,3,5,26,11607,9689.39464,6.66338495,0,0,0,DDoS
80,1198798,3,4,26,11607,9703.886727,5.839182248,0,0,0,DDoS
80,1198564,3,5,26,11607,9705.781252,6.674654003,0,0,0,DDoS
80,1566832,3,5,26,11607,7424.535623,5.105844149,0,0,0,DDoS
80,10233372,5,0,30,0,2.931585014,0.488597502,0,0,1,DDoS
80,1566810,3,6,26,11607,7424.639873,5.744155322,0,0,0,DDoS
80,10233068,4,0,24,0,2.345337684,0.390889614,0,0,1,DDoS
80,1567686,3,6,26,11607,7420.491093,5.740945572,0,0,0,DDoS
80,10229749,5,0,30,0,2.932623274,0.488770546,0,0,1,DDoS
80,713535,3,6,26,11607,16303.3348,12.61325653,0,0,0,DDoS
80,10211774,6,0,36,0,3.525342414,0.587557069,0,0,1,DDoS
80,713548,3,7,26,11607,16303.03778,14.01447415,0,0,0,DDoS
80,10211166,4,0,24,0,2.350368215,0.391728036,0,0,1,DDoS
80,719522,3,5,26,11601,16159.33912,11.11849255,0,0,0,DDoS
80,10165656,4,0,24,0,2.360890433,0.393481739,0,0,1,DDoS
80,719434,3,6,26,11601,16161.3157,12.50983412,0,0,0,DDoS
80,10165734,5,0,30,0,2.951090398,0.4918484,0,0,1,DDoS
80,718457,3,4,26,11601,16183.29281,9.743102232,0,0,0,DDoS
80,10164738,4,0,24,0,2.361103651,0.393517275,0,0,1,DDoS
80,717716,3,5,26,11601,16200.00111,11.14647019,0,0,0,DDoS
80,10164595,4,0,24,0,2.361136868,0.393522811,0,0,1,DDoS
80,716719,3,4,26,11601,16222.53631,9.766728662,0,0,0,DDoS
80,10161712,5,0,30,0,2.952258438,0.492043073,0,0,1,DDoS
80,717024,3,5,26,11601,16215.63574,11.15722765,0,0,0,DDoS
80,10160713,4,0,24,0,2.362038963,0.393673161,0,0,1,DDoS
80,717238,3,5,26,11601,16210.79753,11.15389871,0,0,0,DDoS
80,10159707,5,0,30,0,2.952841061,0.492140177,0,0,1,DDoS
80,716213,3,5,26,11601,16233.99743,11.16986148,0,0,0,DDoS
80,10158737,5,0,30,0,2.953123011,0.492187169,0,0,1,DDoS
80,717278,3,6,26,11601,16209.89351,12.54743628,0,0,0,DDoS
80,10157725,5,0,30,0,2.953417227,0.492236204,0,0,1,DDoS
80,707252,3,5,26,11601,16439.68486,11.31138548,0,0,0,DDoS
80,10150736,5,0,30,0,2.955450718,0.49257512,0,0,1,DDoS
80,706259,3,4,26,11601,16462.79906,9.91137812,0,0,0,DDoS
80,10149744,4,0,24,0,2.364591659,0.39409861,0,0,1,DDoS
80,10150878,5,0,30,0,2.955409374,0.492568229,0,0,1,DDoS
80,693689,3,5,26,11607,16769.76282,11.53254556,0,0,0,DDoS
80,692622,3,4,26,11607,16795.59702,10.10652275,0,0,0,DDoS
80,691791,3,5,26,11607,16815.77239,11.56418629,0,0,0,DDoS
80,54697,3,5,26,11607,212680.7686,146.2603068,0,0,0,DDoS
80,53819,3,5,26,11607,216150.4301,148.6463888,0,0,0,DDoS
80,51558,3,5,26,11607,225629.3883,155.1650568,0,0,0,DDoS
80,75260,3,6,26,11607,154570.8212,119.5854372,0,0,0,DDoS
80,90524,3,6,26,11607,128507.3572,99.42114798,0,0,0,DDoS
80,10110697,5,0,30,0,2.96715449,0.494525748,0,0,1,DDoS
80,46066,3,6,26,11601,252398.7323,195.3718578,0,0,0,DDoS
80,10096745,4,0,24,0,2.377003678,0.39616728,0,0,1,DDoS
80,45984,3,6,26,11601,252848.817,195.7202505,0,0,0,DDoS
80,10096779,4,0,24,0,2.376995674,0.396165946,0,0,1,DDoS
80,44986,3,4,26,11601,258458.187,155.6039657,0,0,0,DDoS
80,10095743,5,0,30,0,2.971549494,0.495258249,0,0,1,DDoS
80,43891,3,4,26,11601,264906.245,159.4859994,0,0,0,DDoS
80,10094729,5,0,30,0,2.971847981,0.495307997,0,0,1,DDoS
80,43002,3,4,26,11601,270382.7729,162.7831264,0,0,0,DDoS
80,10093892,4,0,24,0,2.377675529,0.396279255,0,0,1,DDoS
80,43023,3,4,26,11601,270250.7961,162.7036701,0,0,0,DDoS
80,10091846,4,0,24,0,2.378157574,0.396359596,0,0,1,DDoS
80,37920,3,5,26,11601,306619.1983,210.9704641,0,0,0,DDoS
80,10099736,4,0,24,0,2.376299737,0.396049956,0,0,1,DDoS
80,37946,3,5,26,11601,306409.1077,210.8259105,0,0,0,DDoS
80,10098775,4,0,24,0,2.376525866,0.396087644,0,0,1,DDoS
80,37023,3,7,26,11601,314048.0242,270.1023688,0,0,0,DDoS
80,10097753,5,0,30,0,2.970957994,0.495159666,0,0,1,DDoS
80,35952,3,6,26,11601,323403.4268,250.3337784,0,0,0,DDoS
80,10097756,5,0,30,0,2.970957112,0.495159519,0,0,1,DDoS
80,32335,3,3,26,11601,359579.4031,185.5574455,0,0,0,DDoS
80,10095748,5,0,30,0,2.971548022,0.495258004,0,0,1,DDoS
80,33058,3,4,26,11601,351715.1673,211.7490471,0,0,0,DDoS
80,10088707,4,0,24,0,2.378897514,0.396482919,0,0,1,DDoS
80,320493,3,6,26,11601,36278.48346,28.08173657,0,0,0,DDoS
80,9801377,5,0,30,0,3.060794417,0.510132403,0,0,1,DDoS
80,319252,3,6,26,11601,36419.50559,28.19089622,0,0,0,DDoS
80,9801764,5,0,30,0,3.060673569,0.510112261,0,0,1,DDoS
80,318258,3,6,26,11601,36533.2529,28.2789435,0,0,0,DDoS
80,9802743,5,0,30,0,3.060367899,0.510061317,0,0,1,DDoS
80,1209187,3,5,26,11601,9615.551606,6.616015554,0,0,0,DDoS
80,8894944,5,0,30,0,3.372702515,0.562117086,0,0,1,DDoS
80,1210045,3,4,26,11601,9608.733559,5.784908826,0,0,0,DDoS
80,8893826,4,0,24,0,2.698501185,0.449750197,0,0,1,DDoS
80,1209218,3,5,26,11601,9615.305098,6.615845943,0,0,0,DDoS
80,8893797,5,0,30,0,3.37313748,0.56218958,0,0,1,DDoS
80,1204971,3,5,26,11601,9649.194877,6.63916393,0,0,0,DDoS
80,8880763,5,0,30,0,3.378088121,0.563014687,0,0,1,DDoS
80,8878803,5,0,30,0,3.378833836,0.563138973,0,0,1,DDoS
80,1200982,3,6,26,11601,9681.244182,7.493867518,0,0,0,DDoS
80,8877759,4,0,24,0,2.703384942,0.450564157,0,0,1,DDoS
80,1199888,3,5,26,11601,9690.071073,6.667288947,0,0,0,DDoS
80,8876772,4,0,24,0,2.703685529,0.450614255,0,0,1,DDoS
80,1198871,3,5,26,11601,9698.291142,6.672944796,0,0,0,DDoS
80,8875780,4,0,24,0,2.703987706,0.450664618,0,0,1,DDoS
80,1198784,3,4,26,11601,9698.994982,5.83925044,0,0,0,DDoS
80,8874792,4,0,24,0,2.704288731,0.450714789,0,0,1,DDoS
80,1199173,3,5,26,11601,9695.848722,6.67126428,0,0,0,DDoS
80,1197688,3,5,26,11607,9712.880149,6.679535906,0,0,0,DDoS
80,1197047,3,5,26,11607,9718.081245,6.683112693,0,0,0,DDoS
80,1195369,2,4,20,11607,9726.703637,5.019370588,0,0,0,DDoS
80,1195486,3,4,26,11607,9730.770582,5.855359243,0,0,0,DDoS
80,1195106,3,5,26,11607,9733.864611,6.693966895,0,0,0,DDoS
80,1282768,3,6,26,11607,9068.670251,7.016077732,0,0,0,DDoS
80,8796671,4,0,24,0,2.728304833,0.454717472,0,0,1,DDoS
80,1281819,3,5,26,11607,9075.384278,6.241130768,0,0,0,DDoS
80,8801960,4,0,24,0,2.726665425,0.454444237,0,0,1,DDoS
80,1568526,3,6,26,11607,7416.517163,5.737871097,0,0,0,DDoS
80,8221004,4,0,24,0,2.919351456,0.486558576,0,0,1,DDoS
80,1568504,3,6,26,11607,7416.621188,5.737951577,0,0,0,DDoS
80,8218554,5,0,30,0,3.650277166,0.608379528,0,0,1,DDoS
80,1569914,3,5,26,11607,7409.960036,5.095820535,0,0,0,DDoS
80,8216803,5,0,30,0,3.651055039,0.608509173,0,0,1,DDoS
80,717375,3,5,26,11601,16207.70169,11.1517686,0,0,0,DDoS
80,8156784,5,0,30,0,3.677920121,0.612986687,0,0,1,DDoS
80,715392,3,6,26,11601,16252.62793,12.5805153,0,0,0,DDoS
80,8156822,5,0,30,0,3.677902987,0.612983831,0,0,1,DDoS
80,713803,3,4,26,11601,16288.80798,9.806627319,0,0,0,DDoS
80,8158824,5,0,30,0,3.677000509,0.612833418,0,0,1,DDoS
80,706249,3,6,26,11601,16463.03216,12.74338088,0,0,0,DDoS
80,8150804,5,0,30,0,3.680618501,0.613436417,0,0,1,DDoS
80,704891,3,5,26,11607,16503.26079,11.34927244,0,0,0,DDoS
80,8153820,5,0,30,0,3.679257084,0.613209514,0,0,1,DDoS
80,703863,3,4,26,11607,16527.36399,9.945117161,0,0,0,DDoS
80,8152805,5,0,30,0,3.679715141,0.613285857,0,0,1,DDoS
80,701960,3,4,26,11607,16572.16935,9.972078181,0,0,0,DDoS
80,701675,3,4,26,11607,16578.90049,9.97612855,0,0,0,DDoS
80,701282,3,4,26,11607,16588.19134,9.981719194,0,0,0,DDoS
80,699750,3,5,26,11607,16624.50875,11.43265452,0,0,0,DDoS
80,699628,3,5,26,11607,16627.40771,11.43464813,0,0,0,DDoS
80,699067,3,5,26,11607,16640.75117,11.44382441,0,0,0,DDoS
80,698071,3,4,26,11607,16664.49401,10.02763329,0,0,0,DDoS
80,696046,3,4,26,11607,16712.97587,10.05680659,0,0,0,DDoS
80,695235,3,5,26,11607,16732.47175,11.50690054,0,0,0,DDoS
80,626080,3,5,26,11607,18580.69256,12.77791975,0,0,0,DDoS
80,622205,3,5,26,11607,18696.41035,12.85749873,0,0,0,DDoS
80,53136,3,5,26,11607,218928.7865,150.5570611,0,0,0,DDoS
80,51927,3,4,26,11607,224026.0366,134.8046296,0,0,0,DDoS
80,51738,3,6,26,11607,224844.4084,173.9533805,0,0,0,DDoS
80,43756,3,5,26,11601,265723.5579,182.8320687,0,0,0,DDoS
80,8104808,5,0,30,0,3.701506563,0.61691776,0,0,1,DDoS
80,41645,3,5,26,11601,279193.1805,192.0998919,0,0,0,DDoS
80,8103812,5,0,30,0,3.701961497,0.616993583,0,0,1,DDoS
80,40742,3,5,26,11601,285381.1791,196.3575671,0,0,0,DDoS
80,8102798,5,0,30,0,3.702424767,0.617070795,0,0,1,DDoS
80,35742,3,4,26,11601,325303.5644,195.8480219,0,0,0,DDoS
80,8098788,5,0,30,0,3.70425797,0.617376328,0,0,1,DDoS
80,336357,3,6,26,11601,34567.43876,26.75728467,0,0,0,DDoS
80,7801799,4,0,24,0,3.076213576,0.512702263,0,0,1,DDoS
80,335543,3,7,26,11601,34651.29656,29.80243963,0,0,0,DDoS
80,7802792,5,0,30,0,3.844777613,0.640796269,0,0,1,DDoS
80,339446,3,4,26,11601,34252.87085,20.62183676,0,0,0,DDoS
80,7797126,4,0,24,0,3.078057223,0.513009537,0,0,1,DDoS
80,355946,3,6,26,11601,32665.06717,25.2847342,0,0,0,DDoS
80,7780312,4,0,24,0,3.084709199,0.5141182,0,0,1,DDoS
80,333725,3,4,26,11601,34840.06293,20.97535396,0,0,0,DDoS
80,7799820,5,0,30,0,3.846242606,0.641040434,0,0,1,DDoS
80,1184085,3,5,26,11601,9819.396412,6.75627172,0,0,0,DDoS
80,6936223,5,0,30,0,4.325120458,0.72085341,0,0,1,DDoS
80,1183070,3,5,26,11601,9827.820839,6.762068179,0,0,0,DDoS
80,6936743,5,0,30,0,4.324796234,0.720799372,0,0,1,DDoS
80,1224485,3,6,26,11601,9495.420524,7.350028788,0,0,0,DDoS
80,6896886,5,0,30,0,4.349789166,0.724964861,0,0,1,DDoS
80,1223411,3,6,26,11601,9503.756301,7.356481183,0,0,0,DDoS
80,6899833,4,0,24,0,3.478345056,0.579724176,0,0,1,DDoS
80,1226404,3,5,26,11601,9480.562686,6.523135932,0,0,0,DDoS
80,6893837,5,0,30,0,4.351712987,0.725285498,0,0,1,DDoS
80,1222909,3,4,26,11601,9507.657561,5.724056328,0,0,0,DDoS
80,6896831,4,0,24,0,3.479859083,0.579976514,0,0,1,DDoS
80,1222265,3,4,26,11601,9512.667057,5.72707228,0,0,0,DDoS
80,6892810,5,0,30,0,4.352361374,0.725393562,0,0,1,DDoS
80,1223176,3,7,26,11601,9505.582189,8.175438367,0,0,0,DDoS
80,6891823,5,0,30,0,4.352984689,0.725497448,0,0,1,DDoS
80,1215938,3,5,26,11607,9567.099638,6.579282825,0,0,0,DDoS
80,6886837,6,0,36,0,5.227363447,0.871227241,0,0,1,DDoS
80,1215609,3,4,26,11607,9569.688938,5.758430548,0,0,0,DDoS
80,6885818,5,0,30,0,4.35678085,0.726130142,0,0,1,DDoS
80,1215597,3,4,26,11607,9569.783407,5.758487393,0,0,0,DDoS
80,6884814,4,0,24,0,3.485932953,0.580988826,0,0,1,DDoS
80,1201386,3,4,26,11601,9677.98859,5.826603606,0,0,0,DDoS
80,6882813,4,0,24,0,3.486946398,0.581157733,0,0,1,DDoS
80,1201925,3,6,26,11601,9673.648522,7.487988019,0,0,0,DDoS
80,6883861,4,0,24,0,3.486415545,0.581069257,0,0,1,DDoS
80,1199954,3,4,26,11607,9694.538291,5.833556953,0,0,0,DDoS
80,6888890,5,0,30,0,4.354838007,0.725806335,0,0,1,DDoS
80,1200211,3,5,26,11607,9692.462409,6.665494651,0,0,0,DDoS
